name,url,description,job_levels,languages,assessment_length,test_types,remote_testing,downloads
Support Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/support-associate-solution/,"The Support Associate solution is designed for entry-level positions that involve little to no interaction with customers. The solution covers a wide variety of support positions in the hospitality industry, and sample tasks may include: food preparation, dishwashing, and/or cleaning. Potential job titles that use this solutin are: Janitor, Food Prep, Laundry Associate and Dishwasher. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 38,"A, B, P",No,"[{'name': 'Fact Sheet Hospitality Suite Support Associate One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Support Associate One Sitting_USE.pdf'}]"
Support Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/support-supervisor-solution/,"The Support Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly employees in non-customer facing support positions (e.g. Janitors, Laundry Workers, Grounds Crew). Individuals in these roles may perform many of the duties of the employees they supervise. Sample tasks may include: assigning work tasks, taking corrective action when an employee is performing poorly, and monitoring employees to assess the satisfactory completion of tasks. Potential job titles that use this solution are: Head Custodian, Maintenance Supervisor, Buildings and Grounds Supervisor, Facilities Manager, Housekeeping Supervisor, Building and Grounds Director and Housekeepig Director. Multiple configurations of this solution are available.","Front Line Manager, Manager, Supervisor,","English (USA),",Approximate Completion Time in minutes = 39,"A, P, S, B",No,"[{'name': 'Fact Sheet Hospitality Suite Support Supervisor One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Support Supervisor One Sitting_USE.pdf'}]"
Technical Sales Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/,"The Technical Sales Associate solution is for entry-level retail positions in which employees proactively sell a specific line of products that requires substantial knowledge about the products and have their pay and/or performance based on sales revenue.  Sample tasks for these jobs include, but are not limited to: obtaining detailed product information, promoting products to customers, persuading customers to buy products, and completing a transaction with a customer.  Potential job titles that use this solution are: Sales Representative, Retail Sales Associate, and Sales Clerk. Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 41,"A, B, P",No,"[{'name': 'Fact Sheet Technical Sales Associate One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Technical Sales Associate One Sitting _USE.pdf'}]"
Technician/Technologist Solution,https://www.shl.com/solutions/products/product-catalog/view/techniciantechnologist-solution/,"The Technician/Technologist solution is for positions in a healthcare environment that perform medical tests to aide in the treatment of patients.  Sample tasks for this job include, but are not limited to: collecting samples of bodily fluids, completing x-rays on patients, conducting analysis using medical machines, and entering results of medical tests into a computer.  Potential job titles that use this solutionare: Radiologic Technician, Medical Technologist/Technician, and Laboratory Technologist.  Multiple configurations of this solution are available.","Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 52,"A, B, P",No,"[{'name': 'Fact Sheet Technician Technologist One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Technician Technologist One Sitting_USE.pdf'}]"
Technology Professional 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/,"The Technology Job Focused Assessment assesses  key behavioral attributes  required for success in fast-paced, rapidly evolving  technology environments , providing an indication of the candidate’s longer term potential. 

It is available as part of SHL’s Technology Hiring Solution.","Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","German, Spanish, Latin American Spanish, French, Italian, Indonesian, Chinese Simplified, French (Canada), English International, English (USA),",Approximate Completion Time in minutes = 16,"C, P",No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample CandidateReport_UKE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample DetailedReport_UKE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample InterviewReport_UKE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Technology Professional 8.0 Interview Report Canadian French.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Technology Professional 8.0 Detailed Report Canadian French.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Technology Professional 8.0 Candidate Report Canadian French.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample Candidate Report NAS.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample Detailed Report NAS.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample Interview Report NAS.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Technology_Professional_8.0_FactSheet(USE).pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample InterviewReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_Report.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample_Detailed_Report.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample_Interview_Report.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Technology Professional 8.0 Candidate Report Indonesian.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Technology Professional 8.0 Detailed Report Indonesian.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Technology Professional 8.0 Interview Report Indonesian.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample Candidate Report FRA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample Detailed Report FRA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample Interview Report FRA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample Candidate Report DEU.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample Detailed Report DEU.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample Interview Report DEU.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample Candidate Report ITA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample Detailed Report ITA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample Interview Report ITA.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sample Candidate Report ESP.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sample Detailed Report ESP.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sample Interview Report ESP.pdf'}]"
Telenurse Solution,https://www.shl.com/solutions/products/product-catalog/view/telenurse-solution/,"The Telenurse solution is for positions in a healthcare environment that interact with patients over the telephone.  Sample tasks for this job include, but are not limited to: accurately understanding patient's symptoms via the telephone, systematically working through patient symptoms to arrive at the correct diagnosis, and recalling facts from the call for documentation.  Potential job titles that use this solution are: Telenurse, Telephone Nurse, or On Call Nurse.  Multiple configurations of this solution are available.","Mid-Professional,","English (USA),",Approximate Completion Time in minutes = 68,"A, B, P",No,"[{'name': 'Fact Sheet Telenurse One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Telenurse One Sitting_USE.pdf'}]"
Teller 7.0,https://www.shl.com/solutions/products/product-catalog/view/teller-7-0/,"Teller or cashier positions are integral to financial institutions as they conduct numerous banking transactions each day, as well as being the face of the bank to its customers. The Teller Solution contains scales that measure a person’s ability to handle money, prevent transactional errors, promote quality customer service, and generate sales or referrals appropriately.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 35,"B, K, P, S",No,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Teller 7.0.pdf'}]"
Teller with Sales - Short Form,https://www.shl.com/solutions/products/product-catalog/view/teller-with-sales-short-form/,"The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to: balancing currency, coin and checks, cashing checks and paying out money, entering customer transactions into computers, and suggestive selling after a customer service interaction.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 35,"A, B, K, P, S",No,"[{'name': 'Fact Sheet Teller with Sales One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Teller with Sales One Sitting_USE.pdf'}]"
Transcriptionist Solution,https://www.shl.com/solutions/products/product-catalog/view/transcriptionist-solution/,"The Transcriptionist solution is for entry-level clerical roles in a healthcare environment that require employees to translate medical information.  Sample tasks for these jobs include, but are not limited to: transcribing dictated reports, deciphering medical jargon, and proofing medical reports.  Potential job titles that use this solution are: Medical Transcriptionist, Medical Transcriber, and Documentation Specialist.  Multiple configurations of this solution are available.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 33,"A, B, K, P",No,"[{'name': 'Fact Sheet Transcriptionist One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Transcriptionist One Sitting_USE.pdf'}]"
Workplace Safety - Individual 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-individual-7-0-solution/,"Our Workplace Safety - Individual 7.0 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe performance with more individually-oriented roles or work environments. The solution assesses behaviors and competencies foundational to safety across a wide range of jobs, including: following policies and procedures; wearing required protective equipment; safely operating vehicles and/or machinery; taking action in unsafe situations; and producing high quality work. 
Industries and environments with entry-level positions that use this solution are: Warehouse, Healthcare, Delivery and Logistics, Food Handling and Preparation, Assembly and Installation, Transportation, Manufacturing and Processing, Construction, Drivers, Oil and Gas, and Mining.
Report Language Availability: English (USA), Latin American Spanish.","Entry-Level,","German, English International, English (USA), Italian, French, Dutch, French (Canada), Latin American Spanish, Arabic,",Approximate Completion Time in minutes = 16,B,No,"[{'name': 'Workplace Safety - Individual Detailed Report', 'url': 'https://service.shl.com/docs/Workplace Safety Individual Candidate Detailed Report NAS.pdf'}, {'name': 'Workplace Safety - Individual Development Report', 'url': 'https://service.shl.com/docs/Workplace Safety Individual Candidate Development Report NAS.pdf'}, {'name': 'Workplace Safety - Individual Interview Report', 'url': 'https://service.shl.com/docs/Workplace Safety Individual Candidate Interview Report NAS.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/7.0WorkplaceSafety_Individual_FactSheet(USE)v2.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Workplace Safety 7.0 Individuals (Americas) Interview Report (1).pdf'}, {'name': 'Development Report', 'url': 'https://service.shl.com/docs/Workplace Safety 7.0 Individuals (Americas) Development Report (2).pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Workplace Safety 7.0 Individuals (Americas) Detailed Report.pdf'}]"
Workplace Safety - Individual 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-individual-7-1-solution/,"Our Workplace Safety - Individual 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe performance with more individually-oriented roles or work environments. The solution assesses behaviors and competencies foundational to safety across a wide range of jobs, including: following policies and procedures; wearing required protective equipment; safely operating vehicles and/or machinery; taking action in unsafe situations; and producing high quality work. 
Industries and environments with entry-level positions that use this solution are: Warehouse, Healthcare, Delivery and Logistics, Food Handling and Preparation, Assembly and Installation, Transportation, Manufacturing and Processing, Construction, Drivers, Oil and Gas, and Mining.","Entry-Level,","Portuguese (Brazil), English (USA), French (Canada), Latin American Spanish,",Approximate Completion Time in minutes = 16,B,No,"[{'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Workplace Safety Individual 7.1 (Americas) Detailed Report (1).pdf'}, {'name': 'Development Report', 'url': 'https://service.shl.com/docs/Workplace Safety Individual 7.1 (Americas) Development Report (1).pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Workplace Safety Individual 7.1 (Americas) Interview Report (1).pdf'}]"
Workplace Safety - Team 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-0-solution/,"The Workplace Safety – Team 7.0 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance in a team based work environment. The solution predicts the following types of behaviors and competencies foundational to safety across a wide range of jobs: wearing required protective equipment; working hard and responsibly; safely moving equipment, freight, or other materials; working and communicating effectively with others; taking action when unsafe situations occur; and following policies and procedures
Industries and environments with entry-level positions that use this solution are: Warehouse, Healthcare, Delivery and Logistics, Food Handling and Preparation, Assembly and Installation, Transportation, Manufacturing and Processing, Construction, Drivers, Oil and Gas, and Mining.
Report Language Availability: English (USA), Latin American Spanish.","Director,","English International, English (USA), French (Canada), Latin American Spanish,",Approximate Completion Time in minutes = 20,B,No,"[{'name': 'Workplace Safety - Team Detailed Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team Candidate Detailed Report NAS.pdf'}, {'name': 'Workplace Safety - Team Development Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team Candidate Development Report NAS.pdf'}, {'name': 'Workplace Safety - Team Interview Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team Candidate Interview Report NAS.pdf'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/7.0WorkplaceSafety_Team_FactSheet(USE)v3.pdf'}, {'name': 'Workplace Safety - Team Detailed Report', 'url': 'https://service.shl.com/docs/WorkplaceSafety_Team_DetailedReport.pdf'}, {'name': 'Workplace Safety - Team Development Report', 'url': 'https://service.shl.com/docs/WorkplaceSafety_Team_DevelopmentReport.pdf'}, {'name': 'Workplace Safety - Team Interview Report', 'url': 'https://service.shl.com/docs/WorkplaceSafety_Team_InterviewReport.pdf'}]"
Workplace Safety - Team 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/,"The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance in a team based work environment. The solution predicts the following types of behaviors and competencies foundational to safety across a wide range of jobs: wearing required protective equipment; working hard and responsibly; safely moving equipment, freight, or other materials; working and communicating effectively with others; taking action when unsafe situations occur; and following policies and procedures
Industries and environments with entry-level positions that use this solution are: Warehouse, Healthcare, Delivery and Logistics, Food Handling and Preparation, Assembly and Installation, Transportation, Manufacturing and Processing, Construction, Drivers, Oil and Gas, and Mining.","Entry-Level, General Population, Professional Individual Contributor,","English (USA), Latin American Spanish, French (Canada),",Approximate Completion Time in minutes = 20,"B, C, P",No,[]
Workplace Safety - Team 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-1-solution/,"The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance in a team based work environment. The solution predicts the following types of behaviors and competencies foundational to safety across a wide range of jobs: wearing required protective equipment; working hard and responsibly; safely moving equipment, freight, or other materials; working and communicating effectively with others; taking action when unsafe situations occur; and following policies and procedures
Industries and environments with entry-level positions that use this solution are: Warehouse, Healthcare, Delivery and Logistics, Food Handling and Preparation, Assembly and Installation, Transportation, Manufacturing and Processing, Construction, Drivers, Oil and Gas, and Mining.","Entry-Level, General Population, Professional Individual Contributor,","English International, Finnish, French, Dutch, Latin American Spanish, Swedish, Portuguese (Brazil), Italian, German, French (Canada), Danish,",Approximate Completion Time in minutes = 20,"B, C, P",No,"[{'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/WorkplaceSafetyTeam_SampleCandidateReport.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/WorkplaceSafetyTeam_SampleDetailedReport.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/WorkplaceSafetyTeam_SampleInterviewReport.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team 7.1 (International) Detailed Report (1).pdf'}, {'name': 'Development Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team 7.1 (International) Development Report (1).pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Workplace Safety Individual 7.1 (Americas) Interview Report (1).pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team 7.1 Sample Candidate report DAN.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team 7.1 Sample Detailed report DAN.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Workplace Safety Team 7.1 Sample Interview report DAN.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/WorkplaceSafetyTeam7.1_CandidateReport_ITA.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/WorkplaceSafetyTeam7.1_DetailedReport_ITA.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/WorkplaceSafetyTeam7.1_InterviewReport_ITA.pdf'}]"
Workplace Safety Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-solution/,"The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance in the workplace. This solution measures one’s general tendency to behave safely in the workplace using a variety of assessment types including personality traits, safety-related situational judgment, and biodata. Potential job titles that use this solution are: Material Handler, Shipping Operator, Driver, Forklift Operator, Crewman, Mechanic, and Receiver.","Entry-Level,","English (USA), English (Australia),",Approximate Completion Time in minutes = 21,"B, P",No,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Workplace Safety Solution.pdf'}]"
Claims/Operations Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/claimsoperations-supervisor-solution/,"The Claims/Operations Supervisor solution is for entry-level management positions that involve supervising hourly employees.  Sample tasks for this job include, but are not limited to: planning and preapring work schedules; assigning employees to specific dutites; coaching employees on attendance, conduct, schedule adherence, and work tasks; developing employees' skills; training subordinates; prioritizing multiple tasks and priorities; making day-to-day decisions with minimal guidance from others.  Potential job titles that use this solution are: Team Leader, Coach, First Line Supervisor, Claims Supervisor, Operations Supervisor, and Customer Service Supervisor.  Multiple configurations of this solution are available.","Manager,","English (USA),",Approximate Completion Time in minutes = 48,"P, S, A, B",No,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Fact Sheet_ Claims Operations Supervisor One Sitting_USE.pdf'}]"
Contact Center Customer Service + 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-customer-service-8-0/,"The Contact Center + 8.0 - Customer Service Job Focused Assessment is designed to measure the skills, competencies, and behaviors needed for success in contact center roles where the main focus is customer service. This JFA includes a mobile-optimized contact center simulation, a behavioral assessment, and a cognitive test. Together, these assessments capture the ability to provide exceptional customer service in entry-level contact center roles.","Entry-Level,","English (USA), English International, French, German, Latin American Spanish, Chinese Simplified, Portuguese (Brazil), Japanese,",Approximate Completion Time in minutes = 41,"A, B, C, P, S",No,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Contact Center Customer Service %2B 8.0 JFA Product Fact Sheet.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Contact Centre%2B8.0_SampleCandidate Report.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Contact Centre%2B8.0_SampleDetailed Report.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Contact Centre%2B8.0_SampleInterview Report.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service %2B 8.0 Candidate Report Japanese.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service %2B 8.0 Detailed Report Japanese.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service %2B 8.0 Interview Report Japanese.pdf'}]"
Contact Center Customer Service 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-customer-service-8-0-4269/,The Customer Service 8.0 JFA is designed for entry-level positions in a contact center environment where the main focus is customer service.,"Entry-Level,","English (USA), German, Portuguese (Brazil), English International, Latin American Spanish, French (Canada), French,",Approximate Completion Time in minutes = 31,"S, B, C, P",No,"[{'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service 8.0 Interview Report Canadian French.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service 8.0 Detailed Report Canadian French.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service 8.0 Candidate Report Canadian French.pdf'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Contact Center Customer Service 8.0 JFA Product Fact Sheet.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/CustomerService8.0_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/CustomerService8.0_DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/CustomerService8.0_InterviewReport_USE.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service 8.0 Candidate Report Japanese.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service 8.0 Detailed Report Japanese.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Contact Center Customer Service 8.0 Interview Report Japanese.pdf'}]"
Contact Center Manager - Short Form,https://www.shl.com/solutions/products/product-catalog/view/contact-center-manager-short-form/,"The Contact Center - Manager solution is for mid to upper-level contact center managerial positions. Sample
tasks for these jobs include, but are not limited to: supervising and coordinating the activities of subordinates;
interacting day-to-day with subordinates; and training employees. Potential job titles that use this solution are:
Contact Center Team Leader, First Line Supervisor, and Contact Center Manager.","Manager, Supervisor, Front Line Manager,","English (USA),",Approximate Completion Time in minutes = 50,"A, B, P, S",No,"[{'name': 'Fact Sheet CC Manager One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet CC Manager One Sitting_USE.pdf'}]"
Contact Center Sales & Service + 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0/,"The Contact Center + 8.0 - Sales & Service Job Focused Assessment is designed to measure the skills, competencies, and behaviors needed for success in contact center roles that involve sales-related behaviors such as recommending products or services and retaining customers. This JFA includes a mobile-optimized contact center simulation, a behavioral assessment, and a cognitive test. Together, these assessments capture the ability to provide exceptional customer service and drive sales in entry-level contact center roles.","Entry-Level,","English International, English (USA),",Approximate Completion Time in minutes = 41,"P, B, C, A, S",No,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Contact Center Sales & Service %2B 8.0 JFA Product Fact Sheet.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sales&Service%2B8.0_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sales&Service%2B8.0_DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sales&Service%2B8.0_InterviewReport_USE.pdf'}]"
Contact Center Sales & Service 8.0,https://www.shl.com/solutions/products/product-catalog/view/contact-center-sales-and-service-8-0-4268/,The Sales & Service 8.0 JFA is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers.,"Entry-Level,","English International, English (USA),",Approximate Completion Time in minutes = 31,"S, B, C, P",No,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Contact Center Sales & Service 8.0 JFA Product Fact Sheet.pdf'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Sales&Service8.0_CandidateReport_USE.pdf'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Sales&Service8.0_DetailedReport_USE.pdf'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Sales&Service8.0_InterviewReport_USE.pdf'}]"
Contact Center Team Lead/Coach - Short Form,https://www.shl.com/solutions/products/product-catalog/view/contact-center-team-leadcoach-short-form/,"The Contact Center - Team Lead/Coach solution is for job candidates applying to entry-level leadership
positions who tend to supervise hourly employees. Sample tasks for these jobs include, but are not limited
to: planning and preparing work schedules; assigning employees to specific duties; coaching employees on
attendance, conduct, schedule adherence, and work tasks; developing employees' skills; training subordinates
or less tenured peers; prioritizing multiple tasks and priorities; and making day-to-day decisions with minimal
guidance from others. Potential job titles that use this solution are: Team Leader, Coach, First Line Supervisor,
Processing Supervisor, Call Center Supervisor, and Customer Service Supervisor.","Front Line Manager, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 45,"A, B, P, S",No,"[{'name': 'Fact Sheet CC Team Lead Coach One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet CC Team Lead Coach One Sitting_USE.pdf'}]"
Contact Centre Agent Solution - UK,https://www.shl.com/solutions/products/product-catalog/view/contact-centre-agent-solution-uk/,"This solution is used for job candidates applying to entry-level positions in a contact centre environment where the main focus of the job is customer service. The candidate answers multiple choice questions as well as questions in a customer call simulation environment. The solution measures: working with information, customer focus, contact centre retention, navigation, service orientation, and tactful problem solving. In addition, the solution measures data entry speed and accuracy, multi-tasking preferences, achievement orientation and conscientiousness.","Entry-Level,","English International,",Approximate Completion Time in minutes = 39,"A, B, P, S",No,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact Sheet Contact Centre Agent - UK Short Form.pdf'}]"
Customer Service - Short Form,https://www.shl.com/solutions/products/product-catalog/view/customer-service-short-form/,"The Customer Service Representative Solution is for entry-level positions that involve a high degree of interaction with customers in person or on the phone. Sample tasks for this job include, but are not limited to: taking orders; solving product or service issues; responding positively to difficult customers; referring unresolved issues to the appropriate individuals; providing information on products and/or services. Potential job titles that use this solution are: Account Service Representative, Account Representative, Customer Service Representative, and Customer Service Agent.","Entry-Level,","English (USA), English International,",Approximate Completion Time in minutes = 42,"A, B, P",No,"[{'name': 'Fact Sheet Customer Service One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Customer Service One Sitting_USE.pdf'}]"
Customer Service - Short Form - UK,https://www.shl.com/solutions/products/product-catalog/view/customer-service-short-form-uk/,"The Customer Service Representative solution is for entry-level positions that involve
a high degree of interaction with customers in person or on the phone. Sample tasks
for this job include, but are not limited to: taking orders; solving product or service
issues; responding positively to difficult customers; referring unresolved issues to the
appropriate individuals; providing information on products and/or services. Potential
job titles that use this solution are: Account Service Representative, Account
Representative, Customer Service Representative, and Customer Service Agent.","Entry-Level,","English International,",Approximate Completion Time in minutes = 42,"A, B, P",No,[]
Customer Service with Sales - Short Form,https://www.shl.com/solutions/products/product-catalog/view/customer-service-with-sales-short-form/,"The Customer Service with Sales solution is for entry-level positions that involve both providing service and support to customers and selling goods and services. Sample tasks for this job include, but are not limited to: taking orders; solving product or service issues; selling products and services; responding positively to difficult customers; adding new goods and services to existing accounts; providing information on products and/or services. Potential job titles that use this solution are: Account Service Representative, Account Representative, Customer Service Representative, and Sales Representative.","Entry-Level,","English (USA),",Approximate Completion Time in minutes = 44,"A, B, P",No,"[{'name': 'Fact Sheet Customer Service with Sales One Sitting_USE', 'url': 'https://service.shl.com/docs/Fact Sheet Customer Service with Sales One Sitting_USE.pdf'}]"
Director - Short Form,https://www.shl.com/solutions/products/product-catalog/view/director-short-form/,"The Director solution is intended for use with senior level positions responsible for the planning, directing, or coordinating key business activities and operations of companies. Duties and responsibilities include formulating policies, managing daily operations, and planning the use of materials and human resources. Potential job titles that use this solution are: Director, Regional Director, and Director of Operations.","Director,","English (USA),",Approximate Completion Time in minutes = 69,"A, B, P",No,"[{'name': 'Fact Sheet Director One Sitting USE', 'url': 'https://service.shl.com/docs/Fact Sheet Director One Sitting_USE.pdf'}]"
